column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
1296,2,2,Shipping on time,0,2015-09-07 15:35:00.0000000,Second Class,Europe,16966
1297,6,2,Late delivery,1,2015-06-10 10:17:00.0000000,Second Class,Europe,10580
1298,4,2,Late delivery,1,2015-08-29 21:02:00.0000000,Second Class,Europe,16228
1299,6,2,Late delivery,1,2015-08-03 00:03:00.0000000,Second Class,Europe,14250
1300,3,2,Late delivery,1,2017-10-23 11:00:00.0000000,Second Class,Europe,70112
1301,4,2,Late delivery,1,2017-07-18 10:47:00.0000000,Second Class,Europe,63398
1302,4,2,Late delivery,1,2017-10-23 16:05:00.0000000,Second Class,Europe,70058
1303,5,2,Late delivery,1,2017-08-30 15:38:00.0000000,Second Class,Europe,66289
1304,6,2,Late delivery,1,2017-07-12 09:03:00.0000000,Second Class,Europe,62845
1305,6,2,Late delivery,1,2017-07-24 06:34:00.0000000,Second Class,Europe,63660
1306,6,2,Late delivery,1,2015-10-21 01:10:00.0000000,Second Class,Europe,19665
1307,2,2,Shipping on time,0,2016-11-23 18:18:00.0000000,Second Class,Europe,47321
1308,4,2,Late delivery,1,2017-07-17 01:30:00.0000000,Second Class,Europe,63303
1309,4,2,Late delivery,1,2015-10-17 20:26:00.0000000,Second Class,Europe,19583
1310,3,2,Late delivery,1,2015-06-03 14:09:00.0000000,Second Class,Europe,10317
1311,2,2,Shipping on time,0,2017-09-03 14:45:00.0000000,Second Class,Europe,66766
1312,4,2,Late delivery,1,2015-06-15 02:45:00.0000000,Second Class,Europe,11038
1313,4,2,Late delivery,1,2017-09-23 03:52:00.0000000,Second Class,Europe,67968
1314,6,2,Late delivery,1,2015-09-18 22:25:00.0000000,Second Class,Europe,17465
1315,3,2,Late delivery,1,2015-06-19 19:02:00.0000000,Second Class,Europe,11427
1316,6,2,Late delivery,1,2015-07-07 05:10:00.0000000,Second Class,Europe,12415
1317,4,2,Late delivery,1,2015-10-12 10:49:00.0000000,Second Class,Europe,19213
1318,2,2,Shipping on time,0,2015-09-25 00:30:00.0000000,Second Class,Europe,18156
1319,4,2,Late delivery,1,2015-07-11 05:52:00.0000000,Second Class,Europe,12828
1320,5,2,Late delivery,1,2017-09-10 12:38:00.0000000,Second Class,Europe,67034
1321,2,2,Shipping on time,0,2017-09-18 12:06:00.0000000,Second Class,Europe,67786
1322,6,2,Late delivery,1,2017-08-08 12:41:00.0000000,Second Class,Europe,64705
1323,4,2,Late delivery,1,2017-09-05 11:57:00.0000000,Second Class,Europe,66758
1324,2,2,Shipping on time,0,2015-08-20 21:55:00.0000000,Second Class,Europe,15751
1325,2,2,Shipping on time,0,2015-06-16 05:22:00.0000000,Second Class,Europe,11251
1326,5,2,Late delivery,1,2015-07-03 10:15:00.0000000,Second Class,Europe,12224
1327,6,2,Late delivery,1,2015-10-19 10:38:00.0000000,Second Class,Europe,19555
1328,3,2,Late delivery,1,2015-10-03 20:17:00.0000000,Second Class,Europe,18692
1329,3,2,Late delivery,1,2017-07-31 12:31:00.0000000,Second Class,Europe,64362
1330,6,2,Late delivery,1,2015-09-23 09:16:00.0000000,Second Class,Europe,17770
1331,6,2,Late delivery,1,2015-08-26 06:51:00.0000000,Second Class,Europe,15845
1332,6,2,Late delivery,1,2015-08-13 10:33:00.0000000,Second Class,Europe,14965
1333,2,2,Shipping on time,0,2016-12-05 17:35:00.0000000,Second Class,Europe,48141
1334,3,2,Late delivery,1,2015-10-06 06:05:00.0000000,Second Class,Europe,18857
1335,2,2,Shipping on time,0,2015-06-11 23:46:00.0000000,Second Class,Europe,10961
1336,3,2,Late delivery,1,2015-09-21 22:45:00.0000000,Second Class,Europe,17877
1337,2,2,Shipping on time,0,2015-10-25 12:43:00.0000000,Second Class,Europe,20246
1338,5,2,Late delivery,1,2015-08-25 20:31:00.0000000,Second Class,Europe,15884
1339,4,2,Late delivery,1,2015-09-29 18:01:00.0000000,Second Class,Europe,18343
1340,3,2,Late delivery,1,2015-09-29 09:26:00.0000000,Second Class,Europe,18387
1341,4,2,Late delivery,1,2017-06-30 20:37:00.0000000,Second Class,Europe,62193
1342,3,2,Late delivery,1,2017-07-30 12:00:00.0000000,Second Class,Europe,64292
1343,4,2,Late delivery,1,2015-06-22 01:09:00.0000000,Second Class,Europe,11513
1344,2,2,Shipping on time,0,2015-06-13 16:03:00.0000000,Second Class,Europe,11076
1345,3,2,Late delivery,1,2016-12-26 16:09:00.0000000,Second Class,Europe,49507
1346,3,2,Late delivery,1,2017-07-13 04:50:00.0000000,Second Class,Europe,63107
1347,4,2,Late delivery,1,2015-07-31 04:05:00.0000000,Second Class,Europe,14193
1348,3,2,Late delivery,1,2017-10-08 01:23:00.0000000,Second Class,Europe,69057
1349,2,2,Shipping on time,0,2017-10-06 04:01:00.0000000,Second Class,Europe,68996
1350,3,2,Late delivery,1,2017-10-06 21:21:00.0000000,Second Class,Europe,68977
1351,6,2,Late delivery,1,2017-10-12 16:58:00.0000000,Second Class,Europe,69170
1352,3,2,Late delivery,1,2017-11-12 23:14:00.0000000,Second Class,Europe,71517
1353,4,2,Late delivery,1,2017-11-14 04:50:00.0000000,Second Class,Europe,71533
1354,6,2,Late delivery,1,2017-11-15 22:32:00.0000000,Second Class,Europe,71515
1355,4,2,Late delivery,1,2017-11-13 07:49:00.0000000,Second Class,Europe,71473
1356,2,2,Shipping on time,0,2017-11-11 07:07:00.0000000,Second Class,Europe,71471
1357,6,2,Late delivery,1,2017-10-14 09:16:00.0000000,Second Class,Europe,69285
1358,3,2,Late delivery,1,2017-10-11 15:13:00.0000000,Second Class,Europe,69302
1359,6,2,Late delivery,1,2017-11-14 23:46:00.0000000,Second Class,Europe,71450
1360,4,2,Late delivery,1,2017-11-06 23:25:00.0000000,Second Class,Europe,71038
1361,6,2,Late delivery,1,2017-11-05 10:17:00.0000000,Second Class,Europe,70795
1362,5,2,Late delivery,1,2015-07-04 00:16:00.0000000,Second Class,Europe,12264
1363,4,2,Late delivery,1,2017-06-27 19:03:00.0000000,Second Class,Europe,61983
1364,6,2,Late delivery,1,2015-09-05 15:36:00.0000000,Second Class,Europe,16555
1365,6,2,Late delivery,1,2015-10-23 14:29:00.0000000,Second Class,Europe,19840
1366,4,2,Late delivery,1,2017-06-28 02:03:00.0000000,Second Class,Europe,62003
1367,5,2,Late delivery,1,2015-10-18 06:47:00.0000000,Second Class,Europe,19544
1368,6,2,Late delivery,1,2017-11-11 13:26:00.0000000,Second Class,Europe,71215
1369,6,2,Late delivery,1,2015-10-24 06:15:00.0000000,Second Class,Europe,19885
1370,2,2,Shipping on time,0,2015-10-09 04:20:00.0000000,Second Class,Europe,19126
1371,5,2,Late delivery,1,2015-08-23 21:13:00.0000000,Second Class,Europe,15749
1372,5,2,Late delivery,1,2015-09-25 17:30:00.0000000,Second Class,Europe,17999
1373,4,2,Late delivery,1,2017-07-29 14:48:00.0000000,Second Class,Europe,64163
1374,5,2,Late delivery,1,2015-08-24 09:29:00.0000000,Second Class,Europe,15784
1375,3,2,Late delivery,1,2017-06-21 21:20:00.0000000,Second Class,Europe,61647
1376,3,2,Late delivery,1,2015-07-10 19:31:00.0000000,Second Class,Europe,12867
1377,5,2,Late delivery,1,2017-10-27 21:30:00.0000000,Second Class,Europe,70279
1378,2,2,Shipping on time,0,2015-10-03 11:42:00.0000000,Second Class,Europe,18736
1379,3,2,Late delivery,1,2017-06-28 02:14:00.0000000,Second Class,Europe,62072
1380,6,2,Late delivery,1,2015-08-21 16:30:00.0000000,Second Class,Europe,15530
1381,2,2,Shipping on time,0,2015-10-14 15:43:00.0000000,Second Class,Europe,19501
1382,6,2,Late delivery,1,2015-06-18 03:58:00.0000000,Second Class,Europe,11110
1383,5,2,Late delivery,1,2017-09-25 20:30:00.0000000,Second Class,Europe,68084
1384,3,2,Late delivery,1,2015-06-15 18:41:00.0000000,Second Class,Europe,11152
1385,3,2,Late delivery,1,2015-08-05 06:53:00.0000000,Second Class,Europe,14612
1386,2,2,Shipping on time,0,2015-10-09 06:05:00.0000000,Second Class,Europe,19131
1387,3,2,Late delivery,1,2017-04-05 02:00:00.0000000,Second Class,LATAM,56317
1388,3,2,Late delivery,1,2017-02-07 00:09:00.0000000,Second Class,LATAM,52407
1389,6,2,Late delivery,1,2015-05-10 09:48:00.0000000,Second Class,LATAM,8455
1390,4,2,Late delivery,1,2015-06-03 15:43:00.0000000,Second Class,LATAM,10253
1391,2,2,Shipping on time,0,2017-02-26 13:47:00.0000000,Second Class,LATAM,53816
1392,3,2,Late delivery,1,2015-01-19 16:58:00.0000000,Second Class,LATAM,1077
1393,3,2,Late delivery,1,2017-03-31 23:54:00.0000000,Second Class,LATAM,56037
1394,5,2,Late delivery,1,2015-05-01 01:45:00.0000000,Second Class,LATAM,7884
1395,4,4,Shipping on time,0,2017-09-07 02:29:00.0000000,Standard Class,Europe,66868
1396,6,4,Late delivery,1,2017-09-30 10:41:00.0000000,Standard Class,Europe,68330
1397,2,4,Advance shipping,0,2015-09-22 18:12:00.0000000,Standard Class,Europe,18001
1398,5,4,Late delivery,1,2015-09-03 07:43:00.0000000,Standard Class,Europe,16464
1399,5,4,Late delivery,1,2015-06-13 15:32:00.0000000,Standard Class,Europe,10869
1400,6,4,Late delivery,1,2015-09-19 07:10:00.0000000,Standard Class,Europe,17490
1401,4,4,Shipping on time,0,2017-06-26 09:46:00.0000000,Standard Class,Europe,61888
1402,2,4,Advance shipping,0,2017-10-04 08:13:00.0000000,Standard Class,Europe,68871
1403,2,4,Advance shipping,0,2017-08-10 21:26:00.0000000,Standard Class,Europe,65141
1404,3,4,Advance shipping,0,2015-06-26 10:26:00.0000000,Standard Class,Europe,11882
1405,5,4,Late delivery,1,2015-09-25 12:14:00.0000000,Standard Class,Europe,17984
1406,5,4,Late delivery,1,2017-09-03 00:13:00.0000000,Standard Class,Europe,66519
1407,4,4,Shipping on time,0,2017-08-17 10:45:00.0000000,Standard Class,Europe,65453
1408,3,4,Advance shipping,0,2015-06-15 02:55:00.0000000,Standard Class,Europe,11107
1409,3,4,Advance shipping,0,2015-09-07 08:24:00.0000000,Standard Class,Europe,16877
1410,4,4,Shipping on time,0,2017-08-11 12:51:00.0000000,Standard Class,Europe,65048
1411,3,4,Advance shipping,0,2015-10-14 19:02:00.0000000,Standard Class,Europe,19442
1412,3,4,Advance shipping,0,2015-07-15 22:09:00.0000000,Standard Class,Europe,13217
1413,2,4,Advance shipping,0,2015-10-09 00:50:00.0000000,Standard Class,Europe,19116
1414,6,4,Late delivery,1,2015-07-18 21:27:00.0000000,Standard Class,Europe,13215
1415,4,4,Shipping on time,0,2015-07-27 12:30:00.0000000,Standard Class,Europe,13943
1416,4,4,Shipping on time,0,2015-08-18 10:01:00.0000000,Standard Class,Europe,15443
1417,4,4,Shipping on time,0,2017-07-05 16:14:00.0000000,Standard Class,Europe,62523
1418,5,4,Late delivery,1,2017-09-11 04:24:00.0000000,Standard Class,Europe,67079
1419,2,4,Advance shipping,0,2017-08-21 23:42:00.0000000,Standard Class,Europe,65901
1420,6,4,Late delivery,1,2015-10-23 00:28:00.0000000,Standard Class,Europe,19800
1421,3,4,Advance shipping,0,2017-08-05 08:08:00.0000000,Standard Class,Europe,64692
1422,2,4,Advance shipping,0,2015-06-07 19:55:00.0000000,Standard Class,Europe,10676
1423,6,4,Late delivery,1,2015-07-27 06:54:00.0000000,Standard Class,Europe,13790
1424,3,4,Advance shipping,0,2015-08-10 07:45:00.0000000,Standard Class,Europe,14957
1425,5,4,Late delivery,1,2015-10-10 16:36:00.0000000,Standard Class,Europe,19024
1426,4,4,Shipping on time,0,2015-09-20 02:47:00.0000000,Standard Class,Europe,17683
1427,4,4,Shipping on time,0,2015-08-13 02:08:00.0000000,Standard Class,Europe,15078
1428,4,4,Shipping on time,0,2017-01-02 02:08:00.0000000,Standard Class,Europe,49878
1429,2,4,Advance shipping,0,2017-09-07 23:51:00.0000000,Standard Class,Europe,67066
1430,6,4,Late delivery,1,2017-08-19 02:41:00.0000000,Standard Class,Europe,65430
1431,2,4,Advance shipping,0,2017-09-10 14:55:00.0000000,Standard Class,Europe,67246
1432,3,4,Advance shipping,0,2016-11-15 08:40:00.0000000,Standard Class,Europe,46677
1433,3,4,Advance shipping,0,2015-08-27 02:38:00.0000000,Standard Class,Europe,16107
1434,6,4,Late delivery,1,2015-06-21 00:17:00.0000000,Standard Class,Europe,11305
1435,4,4,Shipping on time,0,2015-08-15 06:41:00.0000000,Standard Class,Europe,15228
1436,3,4,Advance shipping,0,2015-09-06 23:39:00.0000000,Standard Class,Europe,16852
1437,3,4,Advance shipping,0,2017-08-08 06:12:00.0000000,Standard Class,Europe,64892
1438,5,4,Late delivery,1,2016-11-24 23:33:00.0000000,Standard Class,Europe,47199
1439,3,4,Advance shipping,0,2015-08-11 13:31:00.0000000,Standard Class,Europe,15042
1440,3,4,Advance shipping,0,2017-07-04 17:38:00.0000000,Standard Class,Europe,62527
1441,3,4,Advance shipping,0,2017-06-29 22:01:00.0000000,Standard Class,Europe,62197
1442,6,4,Late delivery,1,2015-06-27 10:26:00.0000000,Standard Class,Europe,11745
1443,3,4,Advance shipping,0,2015-10-18 14:08:00.0000000,Standard Class,Europe,19702
1444,4,4,Shipping on time,0,2017-09-29 21:01:00.0000000,Standard Class,Europe,68428
1445,6,4,Late delivery,1,2017-07-30 04:28:00.0000000,Standard Class,Europe,64065
1446,3,4,Advance shipping,0,2017-06-21 09:04:00.0000000,Standard Class,Europe,61612
1447,3,4,Advance shipping,0,2017-08-04 04:06:00.0000000,Standard Class,Europe,64612
1448,4,4,Shipping on time,0,2017-09-01 02:50:00.0000000,Standard Class,Europe,66458
1449,6,4,Late delivery,1,2017-08-13 01:18:00.0000000,Standard Class,Europe,65015
1450,3,4,Advance shipping,0,2017-06-26 23:57:00.0000000,Standard Class,Europe,61997
1451,5,4,Late delivery,1,2015-06-23 15:31:00.0000000,Standard Class,Europe,11554
1452,6,4,Late delivery,1,2016-11-04 19:54:00.0000000,Standard Class,Europe,45750
1453,2,4,Advance shipping,0,2017-06-23 12:03:00.0000000,Standard Class,Europe,61826
1454,5,4,Late delivery,1,2015-06-23 06:46:00.0000000,Standard Class,Europe,11529
1455,5,4,Late delivery,1,2017-07-29 00:37:00.0000000,Standard Class,Europe,64054
1456,5,4,Late delivery,1,2015-08-05 06:32:00.0000000,Standard Class,Europe,14474
1457,4,4,Shipping on time,0,2017-09-23 10:52:00.0000000,Standard Class,Europe,67988
1458,4,4,Shipping on time,0,2015-06-28 09:33:00.0000000,Standard Class,Europe,11948
1459,6,4,Late delivery,1,2015-08-19 11:56:00.0000000,Standard Class,Europe,15380
1460,5,4,Late delivery,1,2015-06-12 20:16:00.0000000,Standard Class,Europe,10814
1461,5,4,Late delivery,1,2015-07-31 23:11:00.0000000,Standard Class,Europe,14179
1462,5,4,Late delivery,1,2015-08-24 21:45:00.0000000,Standard Class,Europe,15819
1463,5,4,Late delivery,1,2015-07-17 08:50:00.0000000,Standard Class,Europe,13179
1464,6,4,Late delivery,1,2017-10-05 20:19:00.0000000,Standard Class,Europe,68700
1465,5,4,Late delivery,1,2015-09-23 00:41:00.0000000,Standard Class,Europe,17814
1466,2,4,Advance shipping,0,2015-10-06 06:16:00.0000000,Standard Class,Europe,18926
1467,6,4,Late delivery,1,2017-08-13 13:33:00.0000000,Standard Class,Europe,65050
1468,4,4,Shipping on time,0,2015-10-08 05:13:00.0000000,Standard Class,Europe,18923
1469,6,4,Late delivery,1,2017-09-07 12:39:00.0000000,Standard Class,Europe,66760
1470,6,4,Late delivery,1,2015-07-02 06:03:00.0000000,Standard Class,Europe,12075
1471,3,4,Advance shipping,0,2015-10-10 02:56:00.0000000,Standard Class,Europe,19122
1472,2,4,Advance shipping,0,2015-06-21 20:15:00.0000000,Standard Class,Europe,11636
1473,6,4,Late delivery,1,2017-07-28 01:40:00.0000000,Standard Class,Europe,63920
1474,3,4,Advance shipping,0,2017-07-14 07:07:00.0000000,Standard Class,Europe,63182
1475,3,4,Advance shipping,0,2017-08-18 07:56:00.0000000,Standard Class,Europe,65582
1476,5,4,Late delivery,1,2017-10-06 08:45:00.0000000,Standard Class,Europe,68804
1477,5,4,Late delivery,1,2016-09-20 21:01:00.0000000,Standard Class,Europe,42739
1478,4,4,Shipping on time,0,2015-06-22 16:55:00.0000000,Standard Class,Europe,11558
1479,5,4,Late delivery,1,2015-06-12 01:00:00.0000000,Standard Class,Europe,10759
1480,5,4,Late delivery,1,2016-11-28 08:08:00.0000000,Standard Class,Europe,47429
1481,6,4,Late delivery,1,2015-10-22 15:42:00.0000000,Standard Class,Europe,19775
1482,3,4,Advance shipping,0,2017-09-06 09:08:00.0000000,Standard Class,Europe,66887
1483,6,4,Late delivery,1,2015-08-23 12:17:00.0000000,Standard Class,Europe,15655
1484,5,4,Late delivery,1,2015-09-26 00:30:00.0000000,Standard Class,Europe,18019
1485,3,4,Advance shipping,0,2015-08-13 04:04:00.0000000,Standard Class,Europe,15152
1486,4,4,Shipping on time,0,2015-08-02 15:38:00.0000000,Standard Class,Europe,14363
1487,6,4,Late delivery,1,2015-09-19 17:41:00.0000000,Standard Class,Europe,17520
1488,5,4,Late delivery,1,2015-08-27 05:48:00.0000000,Standard Class,Europe,15979
1489,4,4,Shipping on time,0,2015-07-01 11:08:00.0000000,Standard Class,Europe,12158
1490,6,4,Late delivery,1,2017-07-17 02:54:00.0000000,Standard Class,Europe,63170
1491,6,4,Late delivery,1,2015-06-29 11:29:00.0000000,Standard Class,Europe,11885
1492,5,4,Late delivery,1,2015-07-07 21:06:00.0000000,Standard Class,Europe,12529
1493,6,4,Late delivery,1,2017-07-01 22:33:00.0000000,Standard Class,Europe,62130
1494,2,4,Advance shipping,0,2017-08-19 01:38:00.0000000,Standard Class,Europe,65701
1495,6,4,Late delivery,1,2017-08-26 22:07:00.0000000,Standard Class,Europe,65965
1496,6,4,Late delivery,1,2017-01-18 01:24:00.0000000,Standard Class,Europe,50835
1497,2,4,Advance shipping,0,2017-07-18 14:38:00.0000000,Standard Class,Europe,63546
1498,5,4,Late delivery,1,2015-08-20 14:23:00.0000000,Standard Class,Europe,15524
1499,6,4,Late delivery,1,2016-12-16 08:38:00.0000000,Standard Class,Europe,48595
1500,2,4,Advance shipping,0,2016-11-08 22:42:00.0000000,Standard Class,Europe,46306
1501,5,4,Late delivery,1,2017-09-05 04:46:00.0000000,Standard Class,Europe,66669
1502,3,4,Advance shipping,0,2015-08-18 01:26:00.0000000,Standard Class,Europe,15487
1503,5,4,Late delivery,1,2017-09-02 13:42:00.0000000,Standard Class,Europe,66489
1504,2,4,Advance shipping,0,2017-08-23 10:44:00.0000000,Standard Class,Europe,66001
1505,3,4,Advance shipping,0,2015-08-03 09:20:00.0000000,Standard Class,Europe,14482
1506,5,4,Late delivery,1,2015-08-13 08:58:00.0000000,Standard Class,Europe,15029
1507,4,4,Shipping on time,0,2015-08-23 16:08:00.0000000,Standard Class,Europe,15803
1508,2,4,Advance shipping,0,2015-06-24 23:34:00.0000000,Standard Class,Europe,11851
1509,5,4,Late delivery,1,2017-08-02 14:58:00.0000000,Standard Class,Europe,64369
1510,3,4,Advance shipping,0,2017-07-23 04:49:00.0000000,Standard Class,Europe,63792
1511,2,4,Advance shipping,0,2017-09-18 19:06:00.0000000,Standard Class,Europe,67806
1512,2,4,Advance shipping,0,2015-09-23 06:27:00.0000000,Standard Class,Europe,18036
1513,3,4,Advance shipping,0,2015-09-30 18:43:00.0000000,Standard Class,Europe,18482
1514,6,4,Late delivery,1,2017-07-06 21:40:00.0000000,Standard Class,Europe,62470
1515,3,4,Advance shipping,0,2017-07-17 03:26:00.0000000,Standard Class,Europe,63377
1516,6,4,Late delivery,1,2016-10-31 12:33:00.0000000,Standard Class,Europe,45455
1517,5,4,Late delivery,1,2016-10-08 18:11:00.0000000,Standard Class,Europe,43964
1518,5,4,Late delivery,1,2017-07-28 05:21:00.0000000,Standard Class,Europe,63999
1519,3,4,Advance shipping,0,2015-09-02 16:18:00.0000000,Standard Class,Europe,16557
1520,6,4,Late delivery,1,2015-09-11 11:44:00.0000000,Standard Class,Europe,16955
1521,6,4,Shipping canceled,0,2015-08-02 10:02:00.0000000,Standard Class,Europe,14210
1522,4,4,Shipping canceled,0,2017-06-25 19:45:00.0000000,Standard Class,Europe,61848
1523,2,4,Shipping canceled,0,2015-09-05 09:17:00.0000000,Standard Class,Europe,16811
1524,5,4,Shipping canceled,0,2017-07-05 03:48:00.0000000,Standard Class,Europe,62419
1525,2,4,Shipping canceled,0,2017-09-01 17:12:00.0000000,Standard Class,Europe,66636
1526,2,4,Shipping canceled,0,2016-09-29 17:30:00.0000000,Standard Class,Europe,43551
1527,5,4,Shipping canceled,0,2015-09-03 05:58:00.0000000,Standard Class,Europe,16459
1528,6,4,Shipping canceled,0,2015-08-29 15:26:00.0000000,Standard Class,Europe,16075
1529,3,4,Shipping canceled,0,2015-10-02 18:00:00.0000000,Standard Class,Europe,18617
1530,2,4,Shipping canceled,0,2015-09-14 12:15:00.0000000,Standard Class,Europe,17436
1531,6,4,Shipping canceled,0,2015-10-19 05:22:00.0000000,Standard Class,Europe,19540
1532,3,4,Shipping canceled,0,2017-08-21 21:46:00.0000000,Standard Class,Europe,65827
1533,2,4,Shipping canceled,0,2015-07-19 08:39:00.0000000,Standard Class,Europe,13521
1534,2,4,Shipping canceled,0,2017-07-28 07:37:00.0000000,Standard Class,Europe,64211
1535,2,4,Shipping canceled,0,2017-09-23 05:58:00.0000000,Standard Class,Europe,68111
